
[+] General Parameters:
Training data:	/data1/wschaible/dyldo/DyLDO_l2r/EvalData/L2R_Evaluation/fundacionctic.org/foldsPOP/train_sts
Test data:	/data1/wschaible/dyldo/DyLDO_l2r/EvalData/L2R_Evaluation/fundacionctic.org/foldsPOP/test_sts
Feature vector representation: Dense.
Ranking method:	MART
Feature description file:	Unspecified. All features will be used.
Train metric:	MAP
Test metric:	MAP
Feature normalization: No

[+] MART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 256
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data


Reading feature file [/data1/wschaible/dyldo/DyLDO_l2r/EvalData/L2R_Evaluation/fundacionctic.org/foldsPOP/train_sts]: 0... 
Reading feature file [/data1/wschaible/dyldo/DyLDO_l2r/EvalData/L2R_Evaluation/fundacionctic.org/foldsPOP/train_sts]... [Done.]            
(24 ranked lists, 7200 entries read)

Reading feature file [/data1/wschaible/dyldo/DyLDO_l2r/EvalData/L2R_Evaluation/fundacionctic.org/foldsPOP/test_sts]: 0... 
Reading feature file [/data1/wschaible/dyldo/DyLDO_l2r/EvalData/L2R_Evaluation/fundacionctic.org/foldsPOP/test_sts]... [Done.]            
(9 ranked lists, 2700 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | MAP-T     | MAP-V     | 
---------------------------------
1       | 0.6831    | 
2       | 0.6831    | 
3       | 0.6831    | 
4       | 0.6831    | 
5       | 0.6831    | 
6       | 0.6831    | 
7       | 0.6831    | 
8       | 0.6831    | 
9       | 0.6831    | 
10      | 0.6831    | 
11      | 0.6831    | 
12      | 0.6831    | 
13      | 0.6831    | 
14      | 0.6831    | 
15      | 0.6831    | 
16      | 0.6831    | 
17      | 0.6831    | 
18      | 0.6831    | 
19      | 0.6831    | 
20      | 0.6831    | 
21      | 0.6831    | 
22      | 0.6831    | 
23      | 0.6831    | 
24      | 0.6831    | 
25      | 0.6831    | 
26      | 0.6831    | 
27      | 0.6831    | 
28      | 0.6831    | 
29      | 0.6831    | 
30      | 0.6831    | 
31      | 0.6831    | 
32      | 0.6831    | 
33      | 0.6831    | 
34      | 0.6831    | 
35      | 0.6831    | 
36      | 0.6831    | 
37      | 0.6831    | 
38      | 0.6831    | 
39      | 0.6831    | 
40      | 0.6831    | 
41      | 0.6831    | 
42      | 0.6831    | 
43      | 0.6831    | 
44      | 0.6831    | 
45      | 0.6831    | 
46      | 0.6831    | 
47      | 0.6831    | 
48      | 0.6831    | 
49      | 0.6831    | 
50      | 0.6831    | 
51      | 0.6831    | 
52      | 0.6831    | 
53      | 0.6831    | 
54      | 0.6831    | 
55      | 0.6831    | 
56      | 0.6831    | 
57      | 0.6831    | 
58      | 0.6831    | 
59      | 0.6831    | 
60      | 0.6831    | 
61      | 0.6831    | 
62      | 0.6831    | 
63      | 0.6831    | 
64      | 0.6831    | 
65      | 0.6831    | 
66      | 0.6831    | 
67      | 0.6831    | 
68      | 0.6831    | 
69      | 0.6831    | 
70      | 0.6831    | 
71      | 0.6831    | 
72      | 0.6831    | 
73      | 0.6831    | 
74      | 0.6831    | 
75      | 0.6831    | 
76      | 0.6831    | 
77      | 0.6831    | 
78      | 0.6831    | 
79      | 0.6831    | 
80      | 0.6831    | 
81      | 0.6831    | 
82      | 0.6831    | 
83      | 0.6831    | 
84      | 0.6831    | 
85      | 0.6831    | 
86      | 0.6831    | 
87      | 0.6831    | 
88      | 0.6831    | 
89      | 0.6831    | 
90      | 0.6831    | 
91      | 0.6831    | 
92      | 0.6831    | 
93      | 0.6831    | 
94      | 0.6831    | 
95      | 0.6831    | 
96      | 0.6831    | 
97      | 0.6831    | 
98      | 0.6831    | 
99      | 0.6831    | 
100     | 0.6831    | 
101     | 0.6831    | 
102     | 0.6831    | 
103     | 0.6831    | 
104     | 0.6831    | 
105     | 0.6831    | 
106     | 0.6831    | 
107     | 0.6831    | 
108     | 0.6831    | 
109     | 0.6831    | 
110     | 0.6831    | 
111     | 0.6831    | 
112     | 0.6831    | 
113     | 0.6831    | 
114     | 0.6831    | 
115     | 0.6831    | 
116     | 0.6831    | 
117     | 0.6831    | 
118     | 0.6831    | 
119     | 0.6831    | 
120     | 0.6831    | 
121     | 0.6831    | 
122     | 0.6831    | 
123     | 0.6831    | 
124     | 0.6831    | 
125     | 0.6831    | 
126     | 0.6831    | 
127     | 0.6831    | 
128     | 0.6831    | 
129     | 0.6831    | 
130     | 0.6831    | 
131     | 0.6831    | 
132     | 0.6831    | 
133     | 0.6831    | 
134     | 0.6831    | 
135     | 0.6831    | 
136     | 0.6831    | 
137     | 0.6831    | 
138     | 0.6831    | 
139     | 0.6831    | 
140     | 0.6831    | 
141     | 0.6831    | 
142     | 0.6831    | 
143     | 0.6831    | 
144     | 0.6831    | 
145     | 0.6831    | 
146     | 0.6831    | 
147     | 0.6831    | 
148     | 0.6831    | 
149     | 0.6831    | 
150     | 0.6831    | 
151     | 0.6831    | 
152     | 0.6831    | 
153     | 0.6831    | 
154     | 0.6831    | 
155     | 0.6831    | 
156     | 0.6831    | 
157     | 0.6831    | 
158     | 0.6831    | 
159     | 0.6831    | 
160     | 0.6831    | 
161     | 0.6831    | 
162     | 0.6831    | 
163     | 0.6831    | 
164     | 0.6831    | 
165     | 0.6831    | 
166     | 0.6831    | 
167     | 0.6831    | 
168     | 0.6831    | 
169     | 0.6831    | 
170     | 0.6831    | 
171     | 0.6831    | 
172     | 0.6831    | 
173     | 0.6831    | 
174     | 0.6831    | 
175     | 0.6831    | 
176     | 0.6831    | 
177     | 0.6831    | 
178     | 0.6831    | 
179     | 0.6831    | 
180     | 0.6831    | 
181     | 0.6831    | 
182     | 0.6831    | 
183     | 0.6831    | 
184     | 0.6831    | 
185     | 0.6831    | 
186     | 0.6831    | 
187     | 0.6831    | 
188     | 0.6831    | 
189     | 0.6831    | 
190     | 0.6831    | 
191     | 0.6831    | 
192     | 0.6831    | 
193     | 0.6831    | 
194     | 0.6831    | 
195     | 0.6831    | 
196     | 0.6831    | 
197     | 0.6831    | 
198     | 0.6831    | 
199     | 0.6831    | 
200     | 0.6831    | 
201     | 0.6831    | 
202     | 0.6831    | 
203     | 0.6831    | 
204     | 0.6831    | 
205     | 0.6831    | 
206     | 0.6831    | 
207     | 0.6831    | 
208     | 0.6831    | 
209     | 0.6831    | 
210     | 0.6831    | 
211     | 0.6831    | 
212     | 0.6831    | 
213     | 0.6831    | 
214     | 0.6831    | 
215     | 0.6831    | 
216     | 0.6831    | 
217     | 0.6831    | 
218     | 0.6831    | 
219     | 0.6831    | 
220     | 0.6831    | 
221     | 0.6831    | 
222     | 0.6831    | 
223     | 0.6831    | 
224     | 0.6831    | 
225     | 0.6831    | 
226     | 0.6831    | 
